DAP,Env,LON,LAT,DOY,YYYYMMDD,daysFromStart,T2M,T2M_MAX,T2M_MIN,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,PRECTOT,EVPTRNS,QV2M,RH2M,GWETROOT,GWETTOP,FROST_DAYS,WS2M,P_ETP,VPD,N,RTA,n,TH1,TH2,n.1,N.1,RTA.1,VPD.1,SPV,ETP,PETP,GDD,FRUE,T2M_RANGE,PTT,PTR,PAR_TEMP
12,MNH1.2021,-93.5324906,44.069073,145,2021-05-25,12,22.71,29.26,15.92,14.08,31.36,27.65,32.02,12.6,1.65,0.04,0.6,6,10.62,62.56,0.55,0.57,0,4.6,-5.4,1.330670898,15.057,40.557,11.888,69.81432224,68.9788,10.1584408070686,14.9002822865703,40.5566969428014,1.33067089831666,0.16640242134213,12.4455881820496,-11.8455881820496,14.59,0.663181818181818,13.34,219.68163,1.03200822481151,0.554821664
13,MNH1.2021,-93.5324906,44.069073,146,2021-05-26,13,15.69,20.21,12.19,6.48,26.61,29.24,33.06,12.99,1.71,0.04,0.05,3.49,6.18,55.78,0.54,0.55,0,3.66,-3.44,0.927868574,15.086,40.659,12.266,59.69672318,59.2228,10.7359010180079,14.9286478467703,40.6592480973302,0.927868574166971,0.117534315385767,12.5138462034529,-12.4638462034529,8.2,0.372727272727273,8.02,123.7052,1.83975609756098,0.82791587
14,MNH1.2021,-93.5324906,44.069073,147,2021-05-27,14,9.2,11.63,5.07,6.02,28.77,5.86,1.56,3.1,0.47,0.01,24,0.19,5.99,80.76,0.56,0.66,0,5.74,23.81,0.186234737,15.115,40.758,0.579,49.5589408,52.5672,2.15032967763257,14.9561189899443,40.7578699176794,0.186234737353562,0.0746682583607411,2.28789790656031,21.7121020934397,1.815,0.015909090909091,6.56,27.433725,,0.336956522
15,MNH1.2021,-93.5324906,44.069073,148,2021-05-28,15,9.29,15.59,3.54,2.28,24.98,28.07,34.16,12.31,1.61,0.03,2.43,2.63,4.58,65.25,0.57,0.62,0,3.27,-0.2,0.559332321,15.142,40.853,12.661,50.49525775,51.3108,10.2946763065765,14.98267767892,40.852548435993,0.559332321308174,0.0802616722235062,11.1461046004201,-8.71610460042014,3.795,0.0711363636363636,12.05,57.46389,3.98998682476943,
16,MNH1.2021,-93.5324906,44.069073,149,2021-05-29,16,11.55,18.95,2.83,2.41,25.03,29.64,31.79,12.78,1.66,0.03,0.03,3.57,4.65,57.88,0.56,0.59,0,2.45,-3.54,0.742969366,15.169,40.943,11.778,53.9969486,53.6176,10.8649404602117,15.0083061782487,40.9432703982461,0.742969366478186,0.0867654213947281,11.9737894314152,-11.9437894314152,5.475,0.131363636363636,16.12,83.050275,2.77059360730594,
17,MNH1.2021,-93.5324906,44.069073,150,2021-05-30,17,11.8,15.37,8.59,9.06,30.61,9.72,2.35,4.82,0.7,0.01,4.43,0.28,7.44,83.47,0.56,0.61,0,3.07,4.15,0.278789774,15.195,41.03,0.87,53.6727554,56.2616,3.56131005907651,15.0329870920843,41.0300232530021,0.278789774181841,0.0924475593941159,3.9790080167872,0.450991983212803,3.98,0.180909090909091,6.78,60.4761,3.8178391959799,0.408474576
18,MNH1.2021,-93.5324906,44.069073,151,2021-05-31,18,16.88,25.04,8.64,9.87,27.2,29.51,35.44,13.11,1.68,0.03,0.41,5.44,7.78,67.72,0.56,0.58,0,2.73,-5.03,0.930548075,15.22,41.113,13.12,61.60566464,61.6332,10.8074217740857,15.056703402394,41.112795141396,0.930548074751649,0.121802037829807,12.703957627331,-12.293957627331,8.84,0.401818181818182,16.4,134.5448,1.72171945701357,0.776658768
19,MNH1.2021,-93.5324906,44.069073,152,2021-06-01,19,19.07,25.42,11.95,8.26,26.34,30.61,38.36,13.39,1.73,0.03,0,6.51,6.99,51.52,0.55,0.57,0,0.91,-6.51,1.230967342,15.243,41.192,14.195,64.10595536,63.2436,11.2057286948051,15.0794385073486,41.1915748882916,1.23096734235795,0.134848123216603,13.3880965212191,-13.3880965212191,10.685,0.485681818181818,13.47,162.871455,1.42657931679925,0.702149974
20,MNH1.2021,-93.5324906,44.069073,153,2021-06-02,20,20.39,28.08,11.62,11.32,30.53,22.79,21.05,10.21,1.36,0.03,0.01,5.79,8.64,59.23,0.54,0.55,0,2.18,-5.78,1.241748873,15.266,41.266,7.787,66.30223703,65.6652,8.33986505530707,15.1011762597365,41.2663519945554,1.24174887312558,0.143680730654912,10.0600851455995,-10.0500851455995,11.85,0.538636363636364,16.46,180.9021,1.28827004219409,0.500735655
21,MNH1.2021,-93.5324906,44.069073,154,2021-06-03,21,23.12,31.22,14.41,12.24,31.89,26.04,21.17,11.81,1.55,0.03,0,6.48,9.28,52.38,0.53,0.53,0,3.85,-6.48,1.670433473,15.288,41.337,7.829,69.52601344,68.7264,9.52592571216985,15.1219010052353,41.3371166303827,1.67043347281915,0.168395901444137,11.7381992019278,-11.7381992019278,14.815,0.673409090909091,16.81,226.49172,1.03192710091124,0.510813149
22,MNH1.2021,-93.5324906,44.069073,155,2021-06-04,22,26.3,34,17.88,14.32,31.01,30.4,41.25,13.88,1.79,0.04,0,7.18,10.57,49.82,0.52,0.51,0,4.67,-7.18,2.051690968,15.309,41.404,15.252,73.4503734,72.6552,11.1174313645438,15.1415976203722,41.4038596296027,2.05169096768859,0.198236142377248,13.9623917035859,-13.9623917035859,17.94,0.815454545454545,16.12,274.64346,0.853344481605351,0.527756654
23,MNH1.2021,-93.5324906,44.069073,156,2021-06-05,23,28.01,35.49,20,16.72,33.38,29.01,33.87,13.36,1.72,0.04,0,6.64,12.34,52.96,0.51,0.49,0,4.57,-6.64,2.153837103,15.329,41.467,12.521,76.10057504,75.2292,10.6061068255805,15.1602515499959,41.4665724848864,2.15383710328485,0.217415183332497,13.4504389057315,-13.4504389057315,19.745,0.8975,15.49,302.671105,0.776348442643707,0.47697251
24,MNH1.2021,-93.5324906,44.069073,157,2021-06-06,24,26.51,32.36,20.53,17.82,32.36,29.49,34.5,13.33,1.72,0.04,0.01,4.56,13.23,60.4,0.5,0.48,0,5.17,-4.55,1.593436898,15.348,41.525,12.751,74.9878196,74.1252,10.7788584305469,15.1778488440827,41.5252473437754,1.59343689752347,0.203452636552875,13.581552872462,-13.571552872462,18.445,0.838409090909091,11.83,283.09386,0.832095418812686,0.502829121
25,MNH1.2021,-93.5324906,44.069073,158,2021-06-07,25,27.24,32.57,22.09,19.32,34.05,27.54,30.59,12.77,1.65,0.04,0.06,3.36,14.49,63.36,0.5,0.48,0,3.41,-3.3,1.542580895,15.366,41.58,11.305,76.39059136,75.3952,10.0638373778633,15.1943761936946,41.5798770054443,1.54258089479817,0.212873011106532,12.7422035509918,-12.6822035509918,19.33,0.878636363636364,10.48,297.02478,0.794930160372478,0.468795888
26,MNH1.2021,-93.5324906,44.069073,159,2021-06-08,26,28.22,34.74,21.03,19.02,33.87,27.42,28.48,12.58,1.63,0.04,0.07,4.35,14.16,60.19,0.49,0.47,0,2.14,-4.28,1.816791341,15.382,41.63,10.523,77.36679182,76.2672,10.0179854317116,15.2098209659067,41.630454918111,1.81679134115761,0.218965736663334,12.7220757480102,-12.6520757480102,19.885,0.903863636363636,13.71,305.87107,0.773547900427458,0.445783133
27,MNH1.2021,-93.5324906,44.069073,160,2021-06-09,27,28.12,33.61,21.85,19.35,34.06,27.55,29.16,12.66,1.64,0.04,0.15,3.29,14.43,61.05,0.49,0.46,0,1.94,-3.14,1.666455784,15.398,41.677,10.773,77.3426374,76.286,10.0637322121502,15.2241712375237,41.6769751770021,1.66645578388321,0.217249601294423,12.7725572985851,-12.6225572985851,19.73,0.896818181818182,11.76,303.80254,0.780435884439939,0.450213371
28,MNH1.2021,-93.5324906,44.069073,161,2021-06-10,28,29.56,35.8,22.51,19.28,34.7,28.36,31.49,13,1.66,0.04,0.65,3.65,14.42,56.42,0.48,0.46,0,2.19,-3,2.065538164,15.413,41.719,11.634,78.68651448,77.7008,10.3580774409894,15.2374158274025,41.7194325227845,2.06553816446135,0.233460871419765,13.2383259966194,-12.5883259966194,21.155,0.961590909090909,13.29,326.062015,0.728574805010636,0.439783491
29,MNH1.2021,-93.5324906,44.069073,162,2021-06-11,29,26.85,33.26,19.43,18.41,33.77,20.84,12.93,9.76,1.29,0.03,1.86,2.29,13.82,60.78,0.48,0.46,0,3.41,-0.43,1.5626522,15.426,41.758,4.777,75.5131957,74.6776,7.61056218852993,15.2495443272067,41.7578223403723,1.56265219998306,0.20241059780239,9.59267240616463,-7.73267240616463,18.345,0.833863636363636,13.83,282.98997,0.840883074407195,0.363500931
30,MNH1.2021,-93.5324906,44.069073,163,2021-06-12,30,23.29,30.88,15.69,8.43,28.42,31.81,44.9,14.22,1.83,0.04,0,3.06,7.16,43.45,0.48,0.45,0,3.07,-3.06,2.017632393,15.438,41.792,16.586,68.96985995,67.5248,11.6155333652554,15.2605471304206,41.7921406580201,2.01763239313561,0.172625156227552,14.3825658839492,-14.3825658839492,15.285,0.694772727272727,15.19,235.96983,1.01000981354269,0.610562473
31,MNH1.2021,-93.5324906,44.069073,164,2021-06-13,31,26.37,35.42,18.11,9.62,30.16,30.86,41.14,13.95,1.8,0.04,0,3.26,7.71,37.64,0.47,0.43,0,3.08,-3.26,2.719285905,15.449,41.822,15.197,72.10359132,71.0332,11.2677703745152,15.2704154594572,41.8223841466174,2.7192859054932,0.206817542470226,14.2366232831464,-14.2366232831464,18.765,0.852954545454546,17.31,289.900485,0.823288036237677,0.529010239
32,MNH1.2021,-93.5324906,44.069073,165,2021-06-14,32,23.75,31.55,15.13,10.07,28.8,31.47,41.5,13.97,1.8,0.04,0,2.4,7.93,46.77,0.46,0.42,0,2.32,-2.4,1.94363416,15.459,41.849,15.33,69.84618625,68.5752,11.4898742775311,15.2791413907032,41.8485501191011,1.94363415988374,0.173125874551897,14.2337985103781,-14.2337985103781,15.34,0.697272727272727,16.42,237.14106,1.00775749674055,0.588210526
33,MNH1.2021,-93.5324906,44.069073,166,2021-06-15,33,23.07,30.07,15.16,12.05,29.32,31.03,41.42,14,1.8,0.04,0,1.97,9.01,54.42,0.46,0.42,0,2.21,-1.97,1.584314982,15.468,41.871,15.301,69.63378706,68.608,11.328866600714,15.2867178773548,41.8706365299086,1.58431498249969,0.166622930589998,13.9692660697676,-13.9692660697676,14.615,0.664318181818182,14.91,226.06482,1.05836469380773,0.606848721
34,MNH1.2021,-93.5324906,44.069073,167,2021-06-16,34,25.38,33.23,15.55,13.13,31.42,30.07,36.28,13.64,1.76,0.04,0.37,2.01,9.72,50.38,0.46,0.42,0,2.94,-1.64,1.920423791,15.476,41.889,13.404,72.31203956,71.3068,10.9782666884294,15.2931387699068,41.8886419743998,1.92042379102845,0.18292268663029,13.6886900532476,-13.3186900532476,16.39,0.745,17.68,253.65164,0.944234289200732,0.537431048
35,MNH1.2021,-93.5324906,44.069073,168,2021-06-17,35,27.8,36.11,21.32,17.91,35.32,18.5,10.17,8.53,1.1,0.03,1.97,1.58,13.35,56.87,0.45,0.43,0,3.05,0.39,2.204219179,15.482,41.903,3.758,76.3373514,75.4476,6.75424938268168,15.2983988341718,41.9025656881814,2.20421917902842,0.228350410481867,8.61798055909429,-6.64798055909429,20.715,0.941590909090909,14.79,320.70963,0.7473811247888,0.306834532
36,MNH1.2021,-93.5324906,44.069073,169,2021-06-18,36,26.1,33.93,16.86,10.59,30.74,31.34,42.53,14.17,1.84,0.04,0.09,2.09,8.3,42.13,0.45,0.42,0,2.28,-2,2.33214368,15.488,41.912,15.716,72.3023807,71.1124,11.4424387126762,15.3024937667193,41.912407546277,2.33214368024397,0.192733228255976,14.350454003223,-14.260454003223,17.395,0.790681818181818,17.07,269.41376,0.890370796205806,0.542911877
37,MNH1.2021,-93.5324906,44.069073,170,2021-06-19,37,23.15,29.51,16.38,9.21,29.44,29.73,35.64,13.26,1.73,0.04,0.01,1.43,7.52,43.03,0.45,0.41,0,2.77,-1.42,1.829566379,15.492,41.918,13.172,68.76004055,67.6656,10.8552010693578,15.30542020764,41.9181680620915,1.82956637904114,0.169556849941338,13.4128704700431,-13.4028704700431,14.945,0.679318181818182,13.13,231.52794,1.03660086985614,0.572786177
38,MNH1.2021,-93.5324906,44.069073,171,2021-06-20,38,20.48,27.09,14.39,13.82,33.11,10.95,3.21,5.41,0.77,0.02,13.9,0.69,10.41,66.11,0.46,0.5,0,5.01,13.21,1.03180124,15.495,41.92,1.187,66.83900472,66.6552,3.9984298827771,15.3071757505556,41.9198483861289,1.03180124034025,0.150753868223749,4.86587364566591,9.0341263543341,12.74,0.579090909090909,12.7,197.4063,1.21624803767661,0.264160156
39,MNH1.2021,-93.5324906,44.069073,172,2021-06-21,39,16.16,21.26,11.26,3.98,27.17,26.9,24.39,11.74,1.55,0.03,0,1.54,5.27,47.06,0.47,0.45,0,4.38,-1.54,1.119134547,15.497,41.917,9.017,60.18886704,58.7928,9.82356304496856,15.3077589498111,41.9174503044313,1.11913454653779,0.117928945231213,11.518852688708,-11.518852688708,8.26,0.375454545454546,10,128.00522,1.87615012106538,0.726485149
40,MNH1.2021,-93.5324906,44.069073,173,2021-06-22,40,18.6,25.42,9.92,5.4,27.82,30.33,36.11,13.36,1.71,0.03,0.02,1.52,5.83,44.32,0.46,0.43,0,1.27,-1.5,1.337632979,15.497,41.911,13.352,63.1893248,61.744,11.0774428874944,15.3071693248059,41.9109762367168,1.33763297926065,0.127531946925063,13.1530473407807,-13.1330473407807,9.67,0.439545454545455,15.5,149.85599,1.60258531540848,0.71827957
41,MNH1.2021,-93.5324906,44.069073,174,2021-06-23,41,24.95,33.62,14.66,15.86,32.03,29.79,35.59,13.49,1.74,0.04,0.05,2.24,11.74,61.92,0.46,0.42,0,3.1,-2.19,1.635914102,15.497,41.9,13.163,72.9494896,71.8596,10.8817044032799,15.3054073614351,41.9004292342035,1.63591410241418,0.180548736032956,13.5408438648551,-13.4908438648551,16.14,0.733636363636364,18.96,250.12158,0.960161090458488,0.540681363
42,MNH1.2021,-93.5324906,44.069073,175,2021-06-24,42,25.91,31.95,20.11,17.82,34.14,20.94,8.51,9.79,1.31,0.03,0.69,1.05,13.47,63.07,0.45,0.43,0,3.03,-0.36,1.507009981,15.495,41.886,3.148,74.44611263,73.5252,7.65017540492025,15.3024745106318,41.8858129771171,1.50700998072949,0.19915748044517,9.62226021093123,-8.93226021093123,18.03,0.819545454545455,11.84,279.37485,0.859400998336106,0.377846391
43,MNH1.2021,-93.5324906,44.069073,176,2021-06-25,43,23.99,30,16.53,11.92,31.06,25.96,19.41,11.7,1.54,0.04,0.3,1.33,9.03,49.82,0.45,0.42,0,2.43,-1.03,1.666676568,15.492,41.867,7.182,70.43993982,69.4812,9.48586041243562,15.2983731840215,41.8671317718901,1.66667656846937,0.172443380024919,11.7360576875737,-11.4360576875737,15.265,0.693863636363636,13.47,236.48538,1.01487061906322,0.48770321
44,MNH1.2021,-93.5324906,44.069073,177,2021-06-26,44,21.94,27.19,17.79,16.56,33.8,6.37,0.81,3.26,0.48,0.01,25.32,0.74,12.22,73.57,0.46,0.53,0,1.48,24.58,0.936700141,15.488,41.844,0.3,69.53073542,69.1016,2.32808002938051,15.2931067467129,41.8443905480704,0.936700141199332,0.165522846192149,2.86531683582049,22.4546831641795,14.49,0.658636363636364,9.4,224.42112,1.06887508626639,0.148587056
45,MNH1.2021,-93.5324906,44.069073,178,2021-06-27,45,22.45,27.72,17.21,16.7,33.64,21.82,15.49,10.07,1.35,0.03,3.2,3.31,12.23,72.6,0.49,0.52,0,1.72,-0.11,0.939978183,15.482,41.818,5.735,70.238413,69.662,7.97643546946115,15.2866795072736,41.8175948549664,0.939978182898556,0.165303566769922,9.81331980398885,-6.61331980398885,14.465,0.6575,10.51,223.94713,1.07030763912893,0.448552339
46,MNH1.2021,-93.5324906,44.069073,179,2021-06-28,46,23.15,28.82,17.45,17.43,33.59,19.26,14.89,9,1.2,0.03,4.32,2.65,12.77,72.28,0.49,0.49,0,1.41,1.67,0.987741673,15.476,41.787,5.515,71.2809518,70.6248,7.04231356816624,15.2790967049508,41.7867508580676,0.987741673322788,0.171265766645939,8.69989173344043,-4.37989173344043,15.135,0.687954545454545,11.37,234.22926,1.02253055830856,0.388768898
47,MNH1.2021,-93.5324906,44.069073,180,2021-06-29,47,24.04,29.5,18.49,17.09,33.53,25.37,21.36,11.62,1.52,0.04,1.37,3.83,12.5,68.14,0.49,0.49,0,1.54,-2.46,1.176817289,15.468,41.752,7.913,72.24542744,71.3924,9.278846444518,15.2703644942176,41.7518653352846,1.17681728881167,0.179183784603787,11.5215981451428,-10.1515981451428,15.995,0.727045454545455,11.01,247.41066,0.967052203813692,0.483361065
48,MNH1.2021,-93.5324906,44.069073,181,2021-06-30,48,24.58,30.91,17.65,13.96,31.43,28.74,33.76,13.01,1.66,0.04,0.04,4.05,10.2,54.59,0.48,0.45,0,1.61,-4.01,1.649799466,15.46,41.713,12.512,71.68746978,70.8056,10.5143972313063,15.26048992674,41.7129456730655,1.64979946574216,0.181874927302052,13.0746146431543,-13.0346146431543,16.28,0.74,13.26,251.6888,0.94963144963145,0.529292107
49,MNH1.2021,-93.5324906,44.069073,182,2021-07-01,49,25.35,31.69,18.33,14.53,32.29,23.61,17.63,10.59,1.39,0.03,0.01,2.89,10.61,53.18,0.47,0.44,0,1.81,-2.88,1.735179254,15.45,41.67,6.537,72.5750787,71.7808,8.64027468121931,15.2494809308748,41.6699998624517,1.73517925390054,0.188923869305026,10.7871481310255,-10.7771481310255,17.01,0.773181818181818,13.36,262.8045,0.908289241622575,0.417751479
50,MNH1.2021,-93.5324906,44.069073,183,2021-07-02,50,24.1,30.82,17.18,12.27,30.37,29.47,33.92,13.15,1.67,0.04,0,2.9,9.29,53.45,0.46,0.43,0,2.01,-2.9,1.775562226,15.438,41.623,12.581,70.9302855,69.7172,10.7883670424664,15.2373462888211,41.6230364951412,1.7755622256222,0.179230706631199,13.3839913905983,-13.3839913905983,16,0.727272727272727,13.64,247.008,0.964875,0.545643154
51,MNH1.2021,-93.5324906,44.069073,184,2021-07-03,51,25.29,32.98,16.22,12.86,32.62,25.76,21.96,11.33,1.39,0.03,0,2.48,9.57,48.83,0.46,0.42,0,2.09,-2.48,1.950078152,15.426,41.572,8.149,72.02782593,71.1196,9.43356326469115,15.2240956115637,41.5720647596377,1.95007815158104,0.184937085505812,11.7413006988077,-11.7413006988077,16.6,0.754545454545454,16.76,256.0716,0.929277108433735,0.448003163
52,MNH1.2021,-93.5324906,44.069073,185,2021-07-04,52,28.05,34.58,20.32,16.81,34.47,27.91,30,12.82,1.65,0.04,0.91,2.18,12.36,52.39,0.45,0.41,0,4.82,-1.27,2.024647051,15.413,41.517,11.137,76.07717105,75.3016,10.2247960735646,15.2097393117539,41.5170944375676,2.02464705083984,0.214178134315026,12.9212676448347,-12.0112676448347,19.45,0.884090909090909,14.26,299.78285,0.792442159383033,0.457040998
53,MNH1.2021,-93.5324906,44.069073,186,2021-07-05,53,28.85,36.39,21.01,15.99,34.73,28.5,30.68,13.01,1.66,0.04,0.11,2.04,11.72,49.08,0.45,0.41,0,2.26,-1.93,2.461714825,15.398,41.458,11.395,76.6680442,75.8064,10.4451687220205,15.1942885746861,41.4581359002491,2.46171482549965,0.228177859622382,13.275406328962,-13.165406328962,20.7,0.940909090909091,15.38,318.7386,0.743864734299517,0.450953206
54,MNH1.2021,-93.5324906,44.069073,187,2021-07-06,54,25.11,30.27,16.26,19.27,35.21,11.73,0.6,5.73,0.81,0.02,14.62,0.77,14.49,71.41,0.45,0.49,0,2.34,13.85,0.844253055,15.383,41.395,0.223,74.17921049,73.2472,4.30086264923906,15.177755327534,41.3952001056053,0.844253054646615,0.172443380024919,5.30292591198921,9.31707408801078,15.265,0.693863636363636,14.01,234.821495,1.00773010153947,0.228195938
55,MNH1.2021,-93.5324906,44.069073,188,2021-07-07,55,18.65,24.51,13.93,12.74,32.45,15.91,10.42,7.44,1.03,0.03,9.5,2.7,9.44,71.24,0.48,0.52,0,3.23,6.8,0.861407682,15.366,41.328,3.874,64.3725774,64.4364,5.83614689717389,15.1601522070194,41.3282985955129,0.861407681687429,0.138845428941863,6.98868138826802,2.51131861173198,11.22,0.51,10.58,172.40652,1.36951871657754,0.398927614
56,MNH1.2021,-93.5324906,44.069073,189,2021-07-08,56,19.72,25.67,12.38,11.29,31.24,20.38,12.45,9.29,1.23,0.03,0.04,2.82,8.61,61.5,0.48,0.46,0,0.98,-2.78,1.028991012,15.349,41.257,4.632,65.485222,64.9844,7.47946531686627,15.1414925256891,41.2574434936793,1.02899101184076,0.137377004198618,8.93828437086643,-8.89828437086643,11.025,0.501136363636364,13.29,169.222725,1.39219954648526,0.471095335
57,MNH1.2021,-93.5324906,44.069073,190,2021-07-09,57,21.22,25.57,16.99,16.5,33.98,14.85,4.21,7.03,0.97,0.02,4.61,1.37,12.11,75.45,0.47,0.47,0,2.44,3.24,0.729519266,15.33,41.183,1.567,68.5492351,68.36,5.45274766505929,15.1217902369814,41.1826475041427,0.72951926570154,0.155187260767857,6.62458654327526,-2.01458654327526,13.28,0.603636363636364,8.58,203.5824,1.15436746987952,0.331291235
58,MNH1.2021,-93.5324906,44.069073,191,2021-07-10,58,19.16,22.43,16.86,16.31,33.25,16.67,4.07,7.76,1.06,0.02,4.26,0.4,11.91,84.06,0.48,0.5,0,2.47,3.86,0.462695372,15.31,41.104,1.516,65.74385704,66.2316,6.12434640227802,15.1010598992625,41.1039239104878,0.462695372327033,0.14209194116429,7.34695151025201,-3.08695151025201,11.645,0.529318181818182,5.57,178.28495,1.31472735079433,0.405010438
59,MNH1.2021,-93.5324906,44.069073,192,2021-07-11,59,21.84,29,14.56,12.01,29,27.11,26.97,11.71,1.43,0.03,0,3.72,8.99,58.01,0.47,0.45,0,2.22,-3.72,1.428119957,15.289,41.021,10.052,68.23766016,67.3636,9.96556442294096,15.0793166390166,41.0212865758683,1.42811995746854,0.159390009935717,12.1360894590084,-12.1360894590084,13.78,0.626363636363637,14.44,210.68242,1.10950653120464,0.536172161
60,MNH1.2021,-93.5324906,44.069073,193,2021-07-12,60,21.81,28.66,13.27,12.81,29.31,28.02,28.73,12.16,1.52,0.03,0,3,9.48,60.51,0.47,0.44,0,1.37,-3,1.246738268,15.267,40.935,10.715,68.37842869,67.6216,10.3062865480935,15.0565761133703,40.9347499439238,1.24673826817345,0.152587921597452,12.471630766499,-12.471630766499,12.965,0.589318181818182,15.39,197.936655,1.17755495564983,0.557542412
61,MNH1.2021,-93.5324906,44.069073,194,2021-07-13,61,24.19,31.15,15.51,15.35,32.2,25.29,21.53,11.3,1.42,0.03,0.08,2.53,11.25,60.87,0.46,0.43,0,2.14,-2.45,1.402425386,15.245,40.844,8.036,71.76669847,70.916,9.30804590330206,15.0328544721307,40.8443290406761,1.40242538600275,0.173034743830508,11.4378767528901,-11.3578767528901,15.33,0.696818181818182,15.64,233.70585,0.994455316373125,0.46713518
62,MNH1.2021,-93.5324906,44.069073,195,2021-07-14,62,20.82,24.2,14.9,18.69,33.49,4.95,0.64,2.59,0.38,0.01,24.55,0.33,13.99,87.77,0.48,0.55,0,2.51,24.22,0.201901558,15.221,40.75,0.239,68.70406686,68.7484,1.82307634873911,15.0081683195123,40.750039477484,0.201901558417444,0.141360730058872,2.17999931405027,22.3700006859497,11.55,0.525,9.3,175.80255,1.3178354978355,0.124399616
63,MNH1.2021,-93.5324906,44.069073,196,2021-07-15,63,20.83,28,13.78,14.33,30.07,26.26,24.28,11.58,1.44,0.03,0.1,4.92,10.46,70.12,0.5,0.5,0,1.95,-4.82,1.044730833,15.196,40.652,9.076,67.60507604,67.1888,9.67830249544305,14.9825346757226,40.6518974551296,1.04473083289011,0.151974486115597,11.6819318980043,-11.5819318980043,12.89,0.585909090909091,14.22,195.87644,1.1788983708301,0.555928949
64,MNH1.2021,-93.5324906,44.069073,197,2021-07-16,64,22.48,28.65,15.8,13.06,29.87,26.51,24.96,11.66,1.45,0.03,0,4.72,9.63,57.75,0.49,0.46,0,1.52,-4.72,1.356573734,15.171,40.55,9.338,69.102928,68.3816,9.7776467090235,14.9559709385722,40.5499197691043,1.35657373365774,0.163210933777055,11.9034972492093,-11.9034972492093,14.225,0.646590909090909,12.85,215.807475,1.06650263620387,0.518683274
65,MNH1.2021,-93.5324906,44.069073,198,2021-07-17,65,23.55,29.66,18.03,15.28,30.08,27.47,29.33,12.12,1.51,0.03,0,3.93,11.08,62.05,0.48,0.45,0,1.41,-3.93,1.378074174,15.144,40.444,10.982,70.96899725,70.2508,10.1395632963539,14.9284948452659,40.4441238161527,1.37807417371335,0.177780931987697,12.4638307509059,-12.4638307509059,15.845,0.720227272727273,11.63,239.95668,0.955758914484064,0.514649682
66,MNH1.2021,-93.5324906,44.069073,199,2021-07-18,66,23.53,30.27,16.34,13.63,30.77,25.21,22.05,10.95,1.35,0.03,0,3.43,9.93,57.12,0.47,0.44,0,1.22,-3.43,1.523013126,15.117,40.335,8.264,70.49707264,69.6368,9.31291772398434,14.9001244345257,40.3345276021279,1.5230131257611,0.172807094063817,11.3998895631256,-11.3998895631256,15.305,0.695681818181818,13.93,231.365685,0.987716432538386,0.465363366
67,MNH1.2021,-93.5324906,44.069073,200,2021-07-19,67,24.01,31.32,16.13,13.2,31.26,24.02,18.36,10.55,1.32,0.03,0,3,9.67,53.91,0.46,0.43,0,1.19,-3,1.686730367,15.089,40.221,6.888,70.85332309,69.962,8.88086223268653,14.8708780091865,40.2211497511998,1.68673036736184,0.176665328841453,10.890404967186,-10.890404967186,15.725,0.714772727272727,15.19,237.274525,0.959554848966614,0.43940025
68,MNH1.2021,-93.5324906,44.069073,201,2021-07-20,68,25.84,33.28,17.7,15.56,33.97,20.99,11.49,9.05,1.04,0.02,0,2.44,11.35,55.09,0.46,0.42,0,1.77,-2.44,1.799664253,15.06,40.104,4.315,73.44543344,72.6416,7.76749886363825,14.8407740993984,40.1040095164512,1.79966425331939,0.193683084918886,9.61638680238102,-9.61638680238102,17.49,0.795,15.58,263.3994,0.86106346483705,0.350232198
69,MNH1.2021,-93.5324906,44.069073,202,2021-07-21,69,24.82,30.35,19.47,17.26,35.32,15.52,4.21,6.78,0.79,0.02,0,1.43,12.61,65.15,0.46,0.43,0,1.87,-1.43,1.325893464,15.03,39.983,1.583,73.0962777,72.2336,5.74863954328903,14.8098314265579,39.9831267918867,1.32589346362174,0.187944868910784,7.08680974681579,-7.08680974681579,16.91,0.768636363636364,10.88,254.1573,0.888823181549379,0.273166801
70,MNH1.2021,-93.5324906,44.069073,203,2021-07-22,70,26.19,32.44,19.72,16.84,35.53,16.44,8.1,7.54,0.95,0.02,0.17,1.88,12.31,58.93,0.45,0.42,0,3.82,-1.71,1.667946809,14.999,39.859,3.048,74.36633933,73.4524,6.09534521686637,14.7780688680821,39.8585221258677,1.66794680886738,0.199670890373713,7.55650152860442,-7.38650152860442,18.08,0.821818181818182,12.72,271.18192,0.829590707964602,0.287896144
71,MNH1.2021,-93.5324906,44.069073,204,2021-07-23,71,28.77,36.25,21.2,17.46,36.39,21.42,15.9,9.79,1.23,0.03,0.03,2.15,12.83,53.38,0.45,0.41,0,3.54,-2.12,2.275331417,14.967,39.73,5.99,77.17421174,76.2556,7.94983647490146,14.7455054231292,39.7302167359792,2.2753314167702,0.228465505246702,9.97869572959022,-9.94869572959022,20.725,0.942045454545455,15.05,310.191075,0.722171290711701,0.340285019
