primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00021ab139030,,,protein TRIGALACTOSYLDIACYLGLYCEROL 5,chr3,137982335,137983904,9,GO:0005319 | lipid transporter activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0009055 | electron transfer activity | molecular_function; GO:0009941 | chloroplast envelope | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0020037 | heme binding | molecular_function; GO:0022900 | electron transport chain | biological_process; GO:0042170 | plastid membrane | cellular_component; GO:1990052 | ER to chloroplast lipid transport | biological_process
Zm00018ab142850,,,AP complex subunit sigma,chr3,137984677,137994752,5,GO:0006886 | intracellular protein transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0030122 | AP-2 adaptor complex | cellular_component; GO:0035615 | clathrin adaptor activity | molecular_function; GO:0072583 | clathrin-dependent endocytosis | biological_process
Zm00039ab139550,,,SAM domain-containing protein,chr3,137986728,137992972,2,GO:0016310 | phosphorylation | biological_process; GO:0016740 | transferase activity | molecular_function
Zm00037ab138620,,,NmrA domain-containing protein,chr3,137986850,138005027,3,GO:0009699 | phenylpropanoid biosynthetic process | biological_process; GO:0009806 | lignan metabolic process | biological_process; GO:0016491 | oxidoreductase activity | molecular_function
100273016,LOC100273016,LOC100273016,uncharacterized LOC100273016,chr3,137997951,137999237,5,GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0009725 | response to hormone | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046622 | positive regulation of organ growth | biological_process
Zm00028ab141200,,,NmrA domain-containing protein,chr3,138001048,138018916,1,GO:0016491 | oxidoreductase activity | molecular_function
Zm00020ab139160,,,Pre-mRNA-processing factor 6,chr3,138002484,138008925,12,"GO:0000398 | mRNA splicing, via spliceosome | biological_process; GO:0005634 | nucleus | cellular_component; GO:0009536 | plastid | cellular_component; GO:0009579 | thylakoid | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0022618 | ribonucleoprotein complex assembly | biological_process; GO:0120114 | Sm-like protein family complex | cellular_component; GO:0140458 |  | ; GO:1902494 | catalytic complex | cellular_component; GO:1990904 | ribonucleoprotein complex | cellular_component; GO:2000630 | positive regulation of miRNA metabolic process | biological_process; GO:2000636 | positive regulation of primary miRNA processing | biological_process"
Zm00031ab143030,,,ARF guanine-nucleotide exchange factor GNL2,chr3,138004833,138009467,11,GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006298 | mismatch repair | biological_process; GO:0009846 | pollen germination | biological_process; GO:0015031 | protein transport | biological_process; GO:0016020 | membrane | cellular_component; GO:0030983 | mismatched DNA binding | molecular_function; GO:0032012 | regulation of ARF protein signal transduction | biological_process; GO:0050790 | regulation of catalytic activity | biological_process; GO:0090406 | pollen tube | cellular_component
Zm00036ab141940,,,DNA-binding WRKY,chr3,138009459,138018227,5,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:0050896 | response to stimulus | biological_process
Zm00030ab138040,,,WRKY transcription factor,chr3,138018499,138027270,6,GO:0001067 | transcription regulatory region nucleic acid binding | molecular_function; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function
Zm00036ab141950,,,E3 ubiquitin protein ligase DRIP2,chr3,138019245,138020451,4,GO:0004842 | ubiquitin-protein transferase activity | molecular_function; GO:0016567 | protein ubiquitination | biological_process; GO:0016874 | ligase activity | molecular_function; GO:0046872 | metal ion binding | molecular_function
Zm00039ab139560,,,heat shock protein 90-6,chr3,138022734,138032874,8,GO:0005524 | ATP binding | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0005783 | endoplasmic reticulum | cellular_component; GO:0006457 | protein folding | biological_process; GO:0009570 | chloroplast stroma | cellular_component; GO:0016887 | ATP hydrolysis activity | molecular_function; GO:0048471 | perinuclear region of cytoplasm | cellular_component; GO:0051082 | unfolded protein binding | molecular_function
Zm00001eb138330,,,3-deoxy-8-phosphooctulonate synthase,chr3,138025685,138039340,12,GO:0005737 | cytoplasm | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0005996 | monosaccharide metabolic process | biological_process; GO:0008676 | 3-deoxy-8-phosphooctulonate synthase activity | molecular_function; GO:0009058 | biosynthetic process | biological_process; GO:0009832 | plant-type cell wall biogenesis | biological_process; GO:0009860 | pollen tube growth | biological_process; GO:0010383 | cell wall polysaccharide metabolic process | biological_process; GO:0010396 | rhamnogalacturonan II metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046364 | monosaccharide biosynthetic process | biological_process; GO:0052546 | cell wall pectin metabolic process | biological_process
100191165,LOC100191165,LOC100191165,2-dehydro-3-deoxyphosphooctonate aldolase,chr3,138025710,138039340,3,GO:0005829 | cytosol | cellular_component; GO:0008676 | 3-deoxy-8-phosphooctulonate synthase activity | molecular_function; GO:0046364 | monosaccharide biosynthetic process | biological_process
Zm00030ab138050,,,E3 ubiquitin protein ligase DRIP2,chr3,138028290,138033571,4,GO:0004842 | ubiquitin-protein transferase activity | molecular_function; GO:0016567 | protein ubiquitination | biological_process; GO:0016874 | ligase activity | molecular_function; GO:0046872 | metal ion binding | molecular_function
Zm00020ab139180,,,,chr3,138030258,138031390,1,GO:0008289 | lipid binding | molecular_function
Zm00023ab141690,,,Pre-mRNA-processing factor 6,chr3,138036882,138041657,12,"GO:0000398 | mRNA splicing, via spliceosome | biological_process; GO:0005634 | nucleus | cellular_component; GO:0009536 | plastid | cellular_component; GO:0009579 | thylakoid | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0022618 | ribonucleoprotein complex assembly | biological_process; GO:0120114 | Sm-like protein family complex | cellular_component; GO:0140458 |  | ; GO:1902494 | catalytic complex | cellular_component; GO:1990904 | ribonucleoprotein complex | cellular_component; GO:2000630 | positive regulation of miRNA metabolic process | biological_process; GO:2000636 | positive regulation of primary miRNA processing | biological_process"
Zm00035ab142420,,,UBP-type domain-containing protein,chr3,138036981,138042214,2,GO:0008270 | zinc ion binding | molecular_function; GO:0016787 | hydrolase activity | molecular_function
Zm00029ab142350,,,DNA-directed DNA polymerases,chr3,138042050,138043219,7,"GO:0003887 | DNA-directed DNA polymerase activity | molecular_function; GO:0006260 | DNA replication | biological_process; GO:0006297 | nucleotide-excision repair, DNA gap filling | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0022616 | DNA strand elongation | biological_process; GO:0043625 | delta DNA polymerase complex | cellular_component; GO:1904161 | DNA synthesis involved in UV-damage excision repair | biological_process"
Zm00027ab139640,,,Regulatory protein MLP,chr3,138042478,138044105,6,GO:0003729 | mRNA binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0015629 | actin cytoskeleton | cellular_component; GO:0046872 | metal ion binding | molecular_function; GO:0051015 | actin filament binding | molecular_function; GO:0051017 | actin filament bundle assembly | biological_process
Zm00024ab140040,,,Phytase,chr3,138042730,138044318,1,GO:0016021 | integral component of membrane | cellular_component
Zm00020ab139190,LOC100275620,,DNA binding,chr3,138042849,138053126,1,GO:0016021 | integral component of membrane | cellular_component
Zm00041ab143150,,,Histone domain-containing protein,chr3,138051845,138069374,5,GO:0000786 | nucleosome | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0010369 | chromocenter | cellular_component; GO:0046982 | protein heterodimerization activity | molecular_function
Zm00022ab139130,,,Pre-mRNA-processing factor 6,chr3,138053807,138058444,12,"GO:0000398 | mRNA splicing, via spliceosome | biological_process; GO:0005634 | nucleus | cellular_component; GO:0009536 | plastid | cellular_component; GO:0009579 | thylakoid | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0022618 | ribonucleoprotein complex assembly | biological_process; GO:0120114 | Sm-like protein family complex | cellular_component; GO:0140458 |  | ; GO:1902494 | catalytic complex | cellular_component; GO:1990904 | ribonucleoprotein complex | cellular_component; GO:2000630 | positive regulation of miRNA metabolic process | biological_process; GO:2000636 | positive regulation of primary miRNA processing | biological_process"
Zm00034ab146680,,,Metalloenzyme domain-containing protein,chr3,138059964,138063010,4,"GO:0006096 | glycolytic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046537 | 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity | molecular_function; GO:0046872 | metal ion binding | molecular_function"
Zm00032ab141620,,,RALF,chr3,138060256,138060929,4,GO:0005576 | extracellular region | cellular_component; GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0019722 | calcium-mediated signaling | biological_process
Zm00042ab142390,,,Myb-like protein W isoform X1,chr3,138061084,138062097,1,GO:0006979 | response to oxidative stress | biological_process
Zm00034ab146690,,,Plus3 domain-containing protein,chr3,138063347,138066120,9,GO:0003677 | DNA binding | molecular_function; GO:0006470 | protein dephosphorylation | biological_process; GO:0009910 | negative regulation of flower development | biological_process; GO:0016593 | Cdc73/Paf1 complex | cellular_component; GO:0017148 | negative regulation of translation | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0106306 |  | ; GO:0106307 |  | ; GO:1990269 | RNA polymerase II C-terminal domain phosphoserine binding | molecular_function
Zm00036ab141960,,,5-epiaristolochene 1,chr3,138064437,138066593,5,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
Zm00033ab145820,,,30S ribosomal protein S4,chr3,138069998,138072400,8,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0006412 | translation | biological_process; GO:0009507 | chloroplast | cellular_component; GO:0009536 | plastid | cellular_component; GO:0015935 | small ribosomal subunit | cellular_component; GO:0019843 | rRNA binding | molecular_function; GO:0022626 | cytosolic ribosome | cellular_component; GO:0045903 | positive regulation of translational fidelity | biological_process
Zm00030ab138060,,,Premnaspirodiene oxygenase,chr3,138073502,138075552,5,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
Zm00029ab142360,,,Phytase,chr3,138076874,138078685,1,GO:0016021 | integral component of membrane | cellular_component
Zm00026ab138630,,,Ureide permease 5,chr3,138077746,138081627,10,GO:0005274 | allantoin:proton symporter activity | molecular_function; GO:0015505 | uracil:cation symporter activity | molecular_function; GO:0015720 | allantoin transport | biological_process; GO:0015857 | uracil transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process; GO:0071702 | organic substance transport | biological_process; GO:0071705 | nitrogen compound transport | biological_process; GO:1904082 | pyrimidine nucleobase transmembrane transport | biological_process
Zm00021ab139050,,,Peptidyl-prolyl cis-trans isomerase,chr3,138078787,138080690,5,GO:0000413 | protein peptidyl-prolyl isomerization | biological_process; GO:0003755 | peptidyl-prolyl cis-trans isomerase activity | molecular_function; GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0016021 | integral component of membrane | cellular_component
Zm00022ab139160,LOC100275620,,DNA binding,chr3,138081390,138090572,1,GO:0016021 | integral component of membrane | cellular_component
Zm00034ab146700,,,Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase chloroplastic,chr3,138083031,138088330,9,GO:0003855 | 3-dehydroquinate dehydratase activity | molecular_function; GO:0004764 | shikimate 3-dehydrogenase (NADP+) activity | molecular_function; GO:0008652 | cellular amino acid biosynthetic process | biological_process; GO:0009073 | aromatic amino acid family biosynthetic process | biological_process; GO:0009423 | chorismate biosynthetic process | biological_process; GO:0009793 | embryo development ending in seed dormancy | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0019632 | shikimate metabolic process | biological_process; GO:0050661 | NADP binding | molecular_function
Zm00023ab141700,LOC100275620,,DNA binding,chr3,138083511,138093800,1,GO:0016021 | integral component of membrane | cellular_component
Zm00026ab138640,,,Glycine-rich RNA-binding protein 3 mitochondrial,chr3,138084711,138098371,3,GO:0003723 | RNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0008270 | zinc ion binding | molecular_function
Zm00037ab138640,,,Ureide permease 5,chr3,138084955,138088693,7,GO:0005274 | allantoin:proton symporter activity | molecular_function; GO:0015505 | uracil:cation symporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process; GO:0071702 | organic substance transport | biological_process; GO:0071705 | nitrogen compound transport | biological_process
Zm00028ab141220,,,Ureide permease,chr3,138087651,138091337,7,GO:0005274 | allantoin:proton symporter activity | molecular_function; GO:0015505 | uracil:cation symporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process; GO:0071702 | organic substance transport | biological_process; GO:0071705 | nitrogen compound transport | biological_process
Zm00023ab141710,,,,chr3,138089008,138090909,1,GO:0004497 | monooxygenase activity | molecular_function
Zm00037ab138660,,,Glycine-rich RNA-binding protein 3 mitochondrial,chr3,138091865,138105589,3,GO:0003723 | RNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0008270 | zinc ion binding | molecular_function
Zm00021ab139060,,,WRKY transcription factor,chr3,138099046,138110055,6,GO:0001067 | transcription regulatory region nucleic acid binding | molecular_function; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function
Zm00027ab139650,,,Fe2OG dioxygenase domain-containing protein,chr3,138110597,138112272,8,GO:0005783 | endoplasmic reticulum | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0010041 | response to iron(III) ion | biological_process; GO:0016020 | membrane | cellular_component; GO:0016192 | vesicle-mediated transport | biological_process; GO:0016491 | oxidoreductase activity | molecular_function; GO:0031418 | L-ascorbic acid binding | molecular_function; GO:0046872 | metal ion binding | molecular_function
Zm00018ab142860,,,ZF-HD dimerization-type domain-containing protein,chr3,138112743,138115264,4,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process
Zm00034ab146710,,,Acyl carrier protein,chr3,138116060,138119907,6,GO:0006633 | fatty acid biosynthetic process | biological_process; GO:0009507 | chloroplast | cellular_component; GO:0016491 | oxidoreductase activity | molecular_function; GO:0031177 | phosphopantetheine binding | molecular_function; GO:0044620 | ACP phosphopantetheine attachment site binding | molecular_function; GO:0140414 | phosphopantetheine-dependent carrier activity | molecular_function
Zm00028ab141230,,,glycine-rich RNA-binding protein 2,chr3,138121154,138134138,10,GO:0003697 | single-stranded DNA binding | molecular_function; GO:0003723 | RNA binding | molecular_function; GO:0005507 | copper ion binding | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0006397 | mRNA processing | biological_process; GO:0009409 | response to cold | biological_process; GO:0016554 | cytidine to uridine editing | biological_process; GO:0080156 | mitochondrial mRNA modification | biological_process
Zm00028ab141240,,,coiled-coil domain-containing protein 6,chr3,138125038,138134366,1,GO:0006952 | defense response | biological_process
Zm00041ab143170,,,Disease resistance protein RGA2-like,chr3,138127563,138140400,3,GO:0005524 | ATP binding | molecular_function; GO:0006952 | defense response | biological_process; GO:0043531 | ADP binding | molecular_function
Zm00026ab138670,,,ARF guanine-nucleotide exchange factor GNL2,chr3,138140685,138145426,11,GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006298 | mismatch repair | biological_process; GO:0009846 | pollen germination | biological_process; GO:0015031 | protein transport | biological_process; GO:0016020 | membrane | cellular_component; GO:0030983 | mismatched DNA binding | molecular_function; GO:0032012 | regulation of ARF protein signal transduction | biological_process; GO:0050790 | regulation of catalytic activity | biological_process; GO:0090406 | pollen tube | cellular_component
Zm00034ab146720,,,,chr3,138141896,138143129,1,GO:0016021 | integral component of membrane | cellular_component
Zm00037ab138700,,,ARF guanine-nucleotide exchange factor GNL2,chr3,138147929,138152617,11,GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006298 | mismatch repair | biological_process; GO:0009846 | pollen germination | biological_process; GO:0015031 | protein transport | biological_process; GO:0016020 | membrane | cellular_component; GO:0030983 | mismatched DNA binding | molecular_function; GO:0032012 | regulation of ARF protein signal transduction | biological_process; GO:0050790 | regulation of catalytic activity | biological_process; GO:0090406 | pollen tube | cellular_component
Zm00033ab145850,,,Pentatricopeptide,chr3,138153033,138162435,5,GO:0003723 | RNA binding | molecular_function; GO:0009451 | RNA modification | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function; GO:0043231 | intracellular membrane-bounded organelle | cellular_component
Zm00037ab138720,,,SSXT domain-containing protein,chr3,138154680,138185104,6,GO:0003713 | transcription coactivator activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0008283 | cell population proliferation | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0048366 | leaf development | biological_process
Zm00021ab139070,,,Nodulin-like domain-containing protein,chr3,138158931,138159455,1,GO:0016020 | membrane | cellular_component
Zm00025ab142480,,,Golgin candidate 6,chr3,138161653,138175920,12,GO:0000139 | Golgi membrane | cellular_component; GO:0005783 | endoplasmic reticulum | cellular_component; GO:0005795 | Golgi stack | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006886 | intracellular protein transport | biological_process; GO:0006888 | endoplasmic reticulum to Golgi vesicle-mediated transport | biological_process; GO:0009791 | post-embryonic development | biological_process; GO:0012507 | ER to Golgi transport vesicle membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0045056 | transcytosis | biological_process; GO:0048211 | Golgi vesicle docking | biological_process; GO:0048280 | vesicle fusion with Golgi apparatus | biological_process
Zm00032ab141650,,,5'-adenylylsulfate reductase-like 6,chr3,138166413,138168798,1,GO:0016021 | integral component of membrane | cellular_component
Zm00042ab142420,,,DNA-binding WRKY,chr3,138169245,138177971,5,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:0050896 | response to stimulus | biological_process
Zm00028ab141250,,,ARF guanine-nucleotide exchange factor GNL2,chr3,138172385,138176940,11,GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006298 | mismatch repair | biological_process; GO:0009846 | pollen germination | biological_process; GO:0015031 | protein transport | biological_process; GO:0016020 | membrane | cellular_component; GO:0030983 | mismatched DNA binding | molecular_function; GO:0032012 | regulation of ARF protein signal transduction | biological_process; GO:0050790 | regulation of catalytic activity | biological_process; GO:0090406 | pollen tube | cellular_component
Zm00031ab143050,,,DNA repair protein RAD51 homolog,chr3,138178976,138182350,21,"GO:0000150 | DNA strand exchange activity | molecular_function; GO:0000724 | double-strand break repair via homologous recombination | biological_process; GO:0000793 | condensed chromosome | cellular_component; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003697 | single-stranded DNA binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006312 | mitotic recombination | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0007127 | meiosis I | biological_process; GO:0008094 | ATP-dependent activity, acting on DNA | molecular_function; GO:0009536 | plastid | cellular_component; GO:0010332 | response to gamma radiation | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0042148 | strand invasion | biological_process; GO:0065004 | protein-DNA complex assembly | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0070192 | chromosome organization involved in meiotic cell cycle | biological_process; GO:0090735 | DNA repair complex assembly | biological_process; GO:0140527 | reciprocal homologous recombination | biological_process; GO:1990426 | mitotic recombination-dependent replication fork processing | biological_process"
Zm00028ab141260,,,SSXT domain-containing protein,chr3,138179045,138192390,6,GO:0003713 | transcription coactivator activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0008283 | cell population proliferation | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0048366 | leaf development | biological_process
Zm00032ab141660,LOC100193622,,Uveal autoantigen with coiled-coil domains and ankyrin repeats isoform 4,chr3,138181619,138186186,1,GO:0000166 | nucleotide binding | molecular_function
Zm00027ab139660,,,LYR motif-containing 5A,chr3,138183218,138185409,1,GO:0016021 | integral component of membrane | cellular_component
Zm00031ab143060,,,eIF-2B GDP-GTP exchange factor subunit alpha,chr3,138184422,138187943,6,GO:0003743 | translation initiation factor activity | molecular_function; GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005851 | eukaryotic translation initiation factor 2B complex | cellular_component; GO:0006413 | translational initiation | biological_process; GO:0016853 | isomerase activity | molecular_function; GO:0050790 | regulation of catalytic activity | biological_process
Zm00001eb138340,,,Beta-glucosidase,chr3,138185404,138189381,21,"GO:0005515 | protein binding | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0008422 | beta-glucosidase activity | molecular_function; GO:0009507 | chloroplast | cellular_component; GO:0009532 | plastid stroma | cellular_component; GO:0009651 | response to salt stress | biological_process; GO:0009736 | cytokinin-activated signaling pathway | biological_process; GO:0015923 | mannosidase activity | molecular_function; GO:0015925 | galactosidase activity | molecular_function; GO:0015928 | fucosidase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016145 | S-glycoside catabolic process | biological_process; GO:0016162 | cellulose 1,4-beta-cellobiosidase activity | molecular_function; GO:0019759 | glycosinolate catabolic process | biological_process; GO:0019760 | glucosinolate metabolic process | biological_process; GO:0097599 | xylanase activity | molecular_function; GO:0102483 | scopolin beta-glucosidase activity | molecular_function; GO:0102726 | DIMBOA glucoside beta-D-glucosidase activity | molecular_function; GO:1901565 | organonitrogen compound catabolic process | biological_process"
100174972,LOC100174972,LOC100174972,dhurrinase-like B-glucosidase,chr3,138185682,138189207,2,GO:0005975 | carbohydrate metabolic process | biological_process; GO:0008422 | beta-glucosidase activity | molecular_function
Zm00022ab139170,,,RING/FYVE/PHD-type zinc finger family protein,chr3,138199976,138207190,15,"GO:0003712 | transcription coregulator activity | molecular_function; GO:0006281 | DNA repair | biological_process; GO:0006310 | DNA recombination | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0008213 | protein alkylation | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016570 | histone modification | biological_process; GO:0018205 | peptidyl-lysine modification | biological_process; GO:0032259 | methylation | biological_process; GO:0035097 | histone methyltransferase complex | cellular_component; GO:0042393 | histone binding | molecular_function; GO:0045892 | negative regulation of DNA-templated transcription | biological_process; GO:0045944 | positive regulation of transcription by RNA polymerase II | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
Zm00029ab142390,,,Histone domain-containing protein,chr3,138200825,138201707,5,GO:0000786 | nucleosome | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0010369 | chromocenter | cellular_component; GO:0046982 | protein heterodimerization activity | molecular_function
Zm00001eb138350,,,Beta-glucosidase,chr3,138200830,138204545,16,"GO:0005515 | protein binding | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0008422 | beta-glucosidase activity | molecular_function; GO:0009507 | chloroplast | cellular_component; GO:0009532 | plastid stroma | cellular_component; GO:0009736 | cytokinin-activated signaling pathway | biological_process; GO:0015923 | mannosidase activity | molecular_function; GO:0015925 | galactosidase activity | molecular_function; GO:0015928 | fucosidase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016162 | cellulose 1,4-beta-cellobiosidase activity | molecular_function; GO:0097599 | xylanase activity | molecular_function; GO:0102483 | scopolin beta-glucosidase activity | molecular_function; GO:0102726 | DIMBOA glucoside beta-D-glucosidase activity | molecular_function"
103650610,LOC103650610,LOC103650610,,chr3,138200924,138204499,2,GO:0005975 | carbohydrate metabolic process | biological_process; GO:0008422 | beta-glucosidase activity | molecular_function
Zm00021ab139090,,,Premnaspirodiene oxygenase,chr3,138204449,138206451,5,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
Zm00035ab142460,,,Myb-like protein W isoform X1,chr3,138220392,138221341,1,GO:0006979 | response to oxidative stress | biological_process
Zm00042ab142450,,,Premnaspirodiene oxygenase,chr3,138224282,138226455,5,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
Zm00019ab131030,,,DNA-directed DNA polymerases,chr3,138226127,138227162,6,"GO:0003887 | DNA-directed DNA polymerase activity | molecular_function; GO:0006260 | DNA replication | biological_process; GO:0006297 | nucleotide-excision repair, DNA gap filling | biological_process; GO:0022616 | DNA strand elongation | biological_process; GO:0043625 | delta DNA polymerase complex | cellular_component; GO:1904161 | DNA synthesis involved in UV-damage excision repair | biological_process"
Zm00031ab143070,,,,chr3,138229704,138240765,1,GO:0016021 | integral component of membrane | cellular_component
Zm00022ab139180,,,ARM repeat superfamily protein,chr3,138232434,138234965,1,GO:0016021 | integral component of membrane | cellular_component
Zm00038ab140290,,,DNA polymerase delta subunit 3,chr3,138234471,138235506,6,"GO:0003887 | DNA-directed DNA polymerase activity | molecular_function; GO:0006260 | DNA replication | biological_process; GO:0006297 | nucleotide-excision repair, DNA gap filling | biological_process; GO:0022616 | DNA strand elongation | biological_process; GO:0043625 | delta DNA polymerase complex | cellular_component; GO:1904161 | DNA synthesis involved in UV-damage excision repair | biological_process"
Zm00027ab139670,,,UBP-type domain-containing protein,chr3,138234985,138240057,2,GO:0008270 | zinc ion binding | molecular_function; GO:0016787 | hydrolase activity | molecular_function
