chr,start,end,gene_id,peak_pos,LOD,Phenotype,Env.Tester,Env,FPCA_Type,Tester,biotype,briefDescription,description,exceptionNote,id,length,name,note,primaryIdentifier,score,scoreType,secondaryIdentifier,source,status,symbol,organism.name,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,goAnnotation.ontologyTerm.identifier
chr9,153865773,153871117,Zm00001eb400530,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Mannose-1-phosphate guanyltransferase alpha,,218032550.0,5345.0,,,Zm00001eb400530,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153865773.0,153871117.0,GO:0042579
chr9,153865773,153871117,Zm00001eb400530,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Mannose-1-phosphate guanyltransferase alpha,,218032550.0,5345.0,,,Zm00001eb400530,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153865773.0,153871117.0,GO:0046686
chr9,153865773,153871117,Zm00001eb400530,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Mannose-1-phosphate guanyltransferase alpha,,218032550.0,5345.0,,,Zm00001eb400530,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153865773.0,153871117.0,GO:2000082
chr9,153872188,153874466,Zm00001eb400540,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032682.0,2279.0,,,Zm00001eb400540,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153872188.0,153874466.0,GO:0007049
chr9,153872188,153874466,Zm00001eb400540,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032682.0,2279.0,,,Zm00001eb400540,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153872188.0,153874466.0,GO:0051301
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0000079
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0000307
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0005515
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0005634
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0005737
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0006298
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0007049
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0016021
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0016538
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0032300
chr9,153877185,153880439,Zm00001eb400550,153787094,8.0830772488776,FPC7_NGRDI,IAH4.2021.PHZ51,IAH4.2021,AGDD,PHZ51,protein_coding,,Cyclin N-terminal domain-containing protein,,218032730.0,3255.0,,,Zm00001eb400550,,,,B73 Zm00001eb.1,,,Zea mays,chr9,153877185.0,153880439.0,GO:0051301
chr3,171046913,171050494,Zm00001eb144400,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Acid phosphatase/vanadium-dependent haloperoxidase-related protein,,216725482.0,3582.0,,,Zm00001eb144400,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171046913.0,171050494.0,GO:0004601
chr3,171046913,171050494,Zm00001eb144400,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Acid phosphatase/vanadium-dependent haloperoxidase-related protein,,216725482.0,3582.0,,,Zm00001eb144400,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171046913.0,171050494.0,GO:0016021
chr3,171046913,171050494,Zm00001eb144400,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Acid phosphatase/vanadium-dependent haloperoxidase-related protein,,216725482.0,3582.0,,,Zm00001eb144400,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171046913.0,171050494.0,GO:0098869
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0000166
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0005737
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0006006
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0016779
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0016787
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0080047
chr3,171052348,171054966,Zm00001eb144410,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,GDP-L-galactose phosphorylase 1,,216725511.0,2619.0,,,Zm00001eb144410,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171052348.0,171054966.0,GO:0080048
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0003697
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0003735
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0005524
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0005634
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0005840
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0006281
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0006310
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0006412
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0008094
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0009507
chr3,171054998,171061977,Zm00001eb144420,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,DNA repair protein recA homolog 3,,216725645.0,6980.0,,,Zm00001eb144420,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171054998.0,171061977.0,GO:0140664
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0004842
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0005634
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0005741
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0007166
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0016021
chr3,171101754,171107161,Zm00001eb144430,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,RING-type E3 ubiquitin transferase,,216725803.0,5408.0,,,Zm00001eb144430,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171101754.0,171107161.0,GO:0016567
chr3,171116329,171118732,Zm00001eb144440,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,OTU domain-containing protein,,216725921.0,2404.0,,,Zm00001eb144440,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171116329.0,171118732.0,GO:0004843
chr3,171116329,171118732,Zm00001eb144440,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,OTU domain-containing protein,,216725921.0,2404.0,,,Zm00001eb144440,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171116329.0,171118732.0,GO:0016579
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0000976
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0000978
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0000981
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0005634
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0005829
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0006357
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0010119
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0016021
chr3,171118716,171122091,Zm00001eb144450,171061799,9.31381725176361,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Transcription factor bHLH128,,216725952.0,3376.0,,,Zm00001eb144450,,,,B73 Zm00001eb.1,,,Zea mays,chr3,171118716.0,171122091.0,GO:0046983
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0000993
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0003729
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0005737
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0005849
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0006369
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0006378
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0006379
chr4,30856736,30866356,Zm00001eb171710,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Polyadenylation and cleavage factor homolog 5,,216875921.0,9621.0,,,Zm00001eb171710,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30856736.0,30866356.0,GO:0009911
chr4,30910426,30916600,Zm00001eb171720,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Homeobox-leucine zipper protein ROC2,,216876133.0,6175.0,,,Zm00001eb171720,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30910426.0,30916600.0,GO:0000981
chr4,30910426,30916600,Zm00001eb171720,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Homeobox-leucine zipper protein ROC2,,216876133.0,6175.0,,,Zm00001eb171720,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30910426.0,30916600.0,GO:0003677
chr4,30910426,30916600,Zm00001eb171720,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Homeobox-leucine zipper protein ROC2,,216876133.0,6175.0,,,Zm00001eb171720,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30910426.0,30916600.0,GO:0005634
chr4,30910426,30916600,Zm00001eb171720,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Homeobox-leucine zipper protein ROC2,,216876133.0,6175.0,,,Zm00001eb171720,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30910426.0,30916600.0,GO:0006357
chr4,30910426,30916600,Zm00001eb171720,30914300,6.06781126347433,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Homeobox-leucine zipper protein ROC2,,216876133.0,6175.0,,,Zm00001eb171720,,,,B73 Zm00001eb.1,,,Zea mays,chr4,30910426.0,30916600.0,GO:0008289
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0003690
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0006353
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0006355
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0009507
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0009658
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0016021
chr5,99415652,99424449,Zm00001eb234500,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Mitochondrial transcription termination factor-like,,217202207.0,8798.0,,,Zm00001eb234500,,,,B73 Zm00001eb.1,,,Zea mays,chr5,99415652.0,99424449.0,GO:0032502
chr5,99424521,99426431,Zm00001eb234510,99424705,6.15308967641794,FPC1_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,,,,,,,,,,,,,,,,,,,,
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:0000387
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:0003723
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:0005681
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:0005685
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:0120114
chr5,91349582,91352285,Zm00001eb233730,91351902,6.91989680382916,FPC2_NGRDI,MIH1.2020.PHP02,MIH1.2020,AGDD,PHP02,protein_coding,,Sm protein F,,217198884.0,2704.0,,,Zm00001eb233730,,,,B73 Zm00001eb.1,,,Zea mays,chr5,91349582.0,91352285.0,GO:1902494
