chr,start,end,gene_id,peak_pos,LOD,Phenotype,Env.Tester,Env,Tester,biotype,briefDescription,description,exceptionNote,id,length,name,note,primaryIdentifier,score,scoreType,secondaryIdentifier,source,status,symbol,organism.name,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,goAnnotation.ontologyTerm.identifier
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0006396
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0009299
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0010468
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0016021
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0016740
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0048467
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0048577
chr1,96221146,96224715,Zm00001eb023860,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,RNA-binding KH domain-containing protein PEPPER,,216127828.0,3570.0,,,Zm00001eb023860,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96221146.0,96224715.0,GO:0048579
chr1,96228547,96230408,Zm00001eb023870,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Trihelix transcription factor ASIL2,,216127913.0,1862.0,,,Zm00001eb023870,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96228547.0,96230408.0,GO:0000976
chr1,96228547,96230408,Zm00001eb023870,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Trihelix transcription factor ASIL2,,216127913.0,1862.0,,,Zm00001eb023870,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96228547.0,96230408.0,GO:0005634
chr1,96228547,96230408,Zm00001eb023870,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Trihelix transcription factor ASIL2,,216127913.0,1862.0,,,Zm00001eb023870,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96228547.0,96230408.0,GO:0016143
chr1,96228547,96230408,Zm00001eb023870,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Trihelix transcription factor ASIL2,,216127913.0,1862.0,,,Zm00001eb023870,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96228547.0,96230408.0,GO:0019757
chr1,96228547,96230408,Zm00001eb023870,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Trihelix transcription factor ASIL2,,216127913.0,1862.0,,,Zm00001eb023870,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96228547.0,96230408.0,GO:1901564
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0004674
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0005524
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0005634
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0005737
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0006468
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0009738
chr1,96237345,96241106,Zm00001eb023880,96169944,6.51758074469433,DTA.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Serine/threonine-protein kinase SAPK3,,216127924.0,3762.0,,,Zm00001eb023880,,,,B73 Zm00001eb.1,,,Zea mays,chr1,96237345.0,96241106.0,GO:0035556
chr2,223781937,223797411,Zm00001eb111570,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,B3 domain-containing transcription repressor VAL2,,216560649.0,15475.0,,,Zm00001eb111570,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223781937.0,223797411.0,GO:0003677
chr2,223781937,223797411,Zm00001eb111570,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,B3 domain-containing transcription repressor VAL2,,216560649.0,15475.0,,,Zm00001eb111570,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223781937.0,223797411.0,GO:0005634
chr2,223781937,223797411,Zm00001eb111570,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,B3 domain-containing transcription repressor VAL2,,216560649.0,15475.0,,,Zm00001eb111570,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223781937.0,223797411.0,GO:0008270
chr2,223802842,223805366,Zm00001eb111590,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Protein ENHANCED DISEASE RESISTANCE 4,,216560855.0,2525.0,,,Zm00001eb111590,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223802842.0,223805366.0,GO:1900150
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0002181
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0003729
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0003743
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0005850
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0005886
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0006413
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0022618
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0031369
chr2,223853357,223857323,Zm00001eb111600,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Eukaryotic translation initiation factor 2 subunit beta,,216560879.0,3967.0,,,Zm00001eb111600,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223853357.0,223857323.0,GO:0046872
chr2,223895643,223899117,Zm00001eb111610,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Secologanin synthase,,216560996.0,3475.0,,,Zm00001eb111610,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223895643.0,223899117.0,GO:0004497
chr2,223895643,223899117,Zm00001eb111610,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Secologanin synthase,,216560996.0,3475.0,,,Zm00001eb111610,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223895643.0,223899117.0,GO:0005506
chr2,223895643,223899117,Zm00001eb111610,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Secologanin synthase,,216560996.0,3475.0,,,Zm00001eb111610,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223895643.0,223899117.0,GO:0016021
chr2,223895643,223899117,Zm00001eb111610,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Secologanin synthase,,216560996.0,3475.0,,,Zm00001eb111610,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223895643.0,223899117.0,GO:0016705
chr2,223895643,223899117,Zm00001eb111610,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Secologanin synthase,,216560996.0,3475.0,,,Zm00001eb111610,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223895643.0,223899117.0,GO:0020037
chr2,223899577,223900739,Zm00001eb111620,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Putative calcium-binding protein CML32,,216561045.0,1163.0,,,Zm00001eb111620,,,,B73 Zm00001eb.1,,,Zea mays,chr2,223899577.0,223900739.0,GO:0005509
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0003676
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0005509
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0005524
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0006260
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0006281
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0006310
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0016021
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0016592
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0016787
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0032508
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0043138
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:0140603
chr2,223977742,223987557,Zm00001eb111630,223896865,6.26483041668284,DTS.BLUE,IAH4.2021.PHP02,IAH4.2021,PHP02,protein_coding,,Mediator of RNA polymerase II transcription subunit 33A,,216561056.0,9816.0,,,Zm00001eb111630,,,,B73 Zm00001eb.1,,LOC103633568,Zea mays,chr2,223977742.0,223987557.0,GO:2000762
chr2,182263508,182267192,Zm00001eb098700,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,,,,,,,,,,,,,,,,,,,,
chr2,182327972,182330653,Zm00001eb098710,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,Pumilio homolog 12,,216495960.0,2682.0,,,Zm00001eb098710,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182327972.0,182330653.0,GO:0003723
chr2,182327972,182330653,Zm00001eb098710,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,Pumilio homolog 12,,216495960.0,2682.0,,,Zm00001eb098710,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182327972.0,182330653.0,GO:0005737
chr2,182327972,182330653,Zm00001eb098710,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,Pumilio homolog 12,,216495960.0,2682.0,,,Zm00001eb098710,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182327972.0,182330653.0,GO:0006417
chr2,182403459,182404194,Zm00001eb098720,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,,,,,,,,,,,,,,,,,,,,
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0000349
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0000974
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0004842
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0005783
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0016021
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0016410
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0016567
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0031090
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0031984
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0042175
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0046513
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0050291
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0071006
chr2,182428818,182431541,Zm00001eb098730,182330416,7.53774184412749,DTA.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,LAG1 longevity assurance homolog 3,,216496003.0,2724.0,,,Zm00001eb098730,,,,B73 Zm00001eb.1,,,Zea mays,chr2,182428818.0,182431541.0,GO:0071013
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0000428
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0003676
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0003899
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0008408
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0010467
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0016021
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0032774
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0034645
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0046872
chr2,173203402,173210013,Zm00001eb096690,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,3'-5' exonuclease domain-containing protein,,216486060.0,6612.0,,,Zm00001eb096690,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173203402.0,173210013.0,GO:0090305
chr2,173278287,173282055,Zm00001eb096700,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,,,216486276.0,3769.0,,,Zm00001eb096700,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173278287.0,173282055.0,GO:0005789
chr2,173278287,173282055,Zm00001eb096700,173297371,6.22631003080196,DTS.BLUE,IAH4.2021.PHZ51,IAH4.2021,PHZ51,protein_coding,,,,216486276.0,3769.0,,,Zm00001eb096700,,,,B73 Zm00001eb.1,,,Zea mays,chr2,173278287.0,173282055.0,GO:0016021
