Seed_Num,Female,Fold
6,W10004_0828,5
6,W10004_0832,3
6,W10004_0833,1
6,W10004_0834,1
6,W10004_0836,1
6,W10004_0842,1
6,W10004_0848,2
6,W10004_0859,5
6,W10004_0866,3
6,W10004_0868,4
6,W10004_0869,1
6,W10004_0877,1
6,W10004_0884,3
6,W10004_0885,5
6,W10004_0891,3
6,W10004_0900,4
6,W10004_0907,5
6,W10004_0913,4
6,W10004_0916,4
6,W10004_0928,2
6,W10004_0932,2
6,W10004_0940,2
6,W10004_0949,1
6,W10004_0955,5
6,W10004_0956,1
6,W10004_0965,5
6,W10004_0966,4
6,W10004_0974,4
6,W10004_0975,2
6,W10004_0981,5
6,W10004_0982,1
6,W10004_0984,3
6,W10004_1000,5
6,W10004_1002,4
6,W10004_1004,3
6,W10004_1011,4
6,W10004_1015,4
6,W10004_1032,2
6,W10004_1045,3
6,W10004_1052,4
6,W10004_1057,4
6,W10004_1072,5
6,W10004_1081,1
6,W10004_1084,3
6,W10004_1099,5
6,W10004_1104,3
6,W10004_1105,2
6,W10004_1112,3
6,W10004_1117,1
6,W10004_1118,4
6,W10004_1140,4
7,B14A,1
7,B37,5
7,B73,4
7,CG119,5
7,CG44,3
7,F42,5
7,LH74,1
7,PHG39,3
7,PHW52,4
7,TX714,2
7,W10004_0007,4
7,W10004_0011,1
7,W10004_0014,4
7,W10004_0018,5
7,W10004_0026,2
7,W10004_0032,2
7,W10004_0037,1
7,W10004_0038,4
7,W10004_0041,4
7,W10004_0045,1
7,W10004_0046,1
7,W10004_0047,3
7,W10004_0053,4
7,W10004_0055,4
7,W10004_0061,5
7,W10004_0062,1
7,W10004_0064,3
7,W10004_0065,4
7,W10004_0068,3
7,W10004_0069,1
7,W10004_0071,3
7,W10004_0072,3
7,W10004_0073,4
7,W10004_0076,4
7,W10004_0080,3
7,W10004_0092,3
7,W10004_0093,1
7,W10004_0095,1
7,W10004_0097,3
7,W10004_0099,5
7,W10004_0103,2
7,W10004_0112,1
7,W10004_0118,5
7,W10004_0119,5
7,W10004_0127,1
7,W10004_0129,4
7,W10004_0132,5
7,W10004_0134,5
7,W10004_0138,1
7,W10004_0140,1
7,W10004_0146,4
7,W10004_0147,4
7,W10004_0148,2
7,W10004_0152,5
7,W10004_0153,2
7,W10004_0160,3
7,W10004_0166,5
7,W10004_0168,3
7,W10004_0185,2
7,W10004_0190,3
7,W10004_0192,4
7,W10004_0197,3
7,W10004_0199,2
7,W10004_0200,2
7,W10004_0203,5
7,W10004_0204,1
7,W10004_0206,1
7,W10004_0212,1
7,W10004_0213,5
7,W10004_0217,3
7,W10004_0220,1
7,W10004_0221,5
7,W10004_0223,2
7,W10004_0224,3
7,W10004_0225,5
7,W10004_0227,2
7,W10004_0231,4
7,W10004_0241,1
7,W10004_0254,1
7,W10004_0258,2
7,W10004_0261,3
7,W10004_0262,5
7,W10004_0264,4
7,W10004_0268,1
7,W10004_0276,1
7,W10004_0292,1
7,W10004_0299,4
7,W10004_0306,2
7,W10004_0308,2
7,W10004_0344,3
7,W10004_0380,5
7,W10004_0381,1
7,W10004_0383,2
7,W10004_0389,3
7,W10004_0403,2
7,W10004_0409,4
7,W10004_0410,4
7,W10004_0419,5
7,W10004_0427,2
7,W10004_0430,4
7,W10004_0465,2
7,W10004_0474,3
7,W10004_0487,3
7,W10004_0498,1
7,W10004_0501,4
7,W10004_0505,3
7,W10004_0601,3
7,W10004_0608,4
7,W10004_0612,4
7,W10004_0614,5
7,W10004_0616,5
7,W10004_0618,3
7,W10004_0619,4
7,W10004_0624,3
7,W10004_0625,3
7,W10004_0626,3
7,W10004_0628,5
7,W10004_0637,2
7,W10004_0639,4
7,W10004_0644,1
7,W10004_0645,2
7,W10004_0646,5
7,W10004_0649,2
7,W10004_0651,2
7,W10004_0654,3
7,W10004_0658,3
7,W10004_0661,5
7,W10004_0667,2
7,W10004_0672,1
7,W10004_0678,5
7,W10004_0682,2
7,W10004_0684,3
7,W10004_0685,2
7,W10004_0687,1
7,W10004_0688,5
7,W10004_0689,4
7,W10004_0696,1
7,W10004_0697,1
7,W10004_0701,2
7,W10004_0702,2
7,W10004_0705,5
7,W10004_0712,5
7,W10004_0713,1
7,W10004_0714,4
7,W10004_0729,1
7,W10004_0736,3
7,W10004_0741,3
7,W10004_0745,3
7,W10004_0746,3
7,W10004_0756,3
7,W10004_0757,2
7,W10004_0768,3
7,W10004_0774,2
7,W10004_0775,1
7,W10004_0779,4
7,W10004_0781,2
7,W10004_0782,1
7,W10004_0789,2
7,W10004_0794,3
7,W10004_0798,1
7,W10004_0799,1
7,W10004_0801,1
7,W10004_0802,5
7,W10004_0803,3
7,W10004_0806,4
7,W10004_0807,5
7,W10004_0812,4
7,W10004_0814,4
7,W10004_0815,5
7,W10004_0818,4
7,W10004_0823,2
7,W10004_0827,4
7,W10004_0828,4
7,W10004_0832,4
7,W10004_0833,2
7,W10004_0834,1
7,W10004_0836,1
7,W10004_0842,3
7,W10004_0848,2
7,W10004_0859,3
7,W10004_0866,1
7,W10004_0868,4
7,W10004_0869,3
7,W10004_0877,2
7,W10004_0884,1
7,W10004_0885,4
7,W10004_0891,4
7,W10004_0900,3
7,W10004_0907,5
7,W10004_0913,2
7,W10004_0916,5
7,W10004_0928,5
7,W10004_0932,2
7,W10004_0940,3
7,W10004_0949,2
7,W10004_0955,2
7,W10004_0956,5
7,W10004_0965,5
7,W10004_0966,4
7,W10004_0974,4
7,W10004_0975,2
7,W10004_0981,4
7,W10004_0982,5
7,W10004_0984,5
7,W10004_1000,1
7,W10004_1002,5
7,W10004_1004,5
7,W10004_1011,4
7,W10004_1015,2
7,W10004_1032,2
7,W10004_1045,5
7,W10004_1052,1
7,W10004_1057,1
7,W10004_1072,4
7,W10004_1081,3
7,W10004_1084,2
7,W10004_1099,2
7,W10004_1104,1
7,W10004_1105,4
7,W10004_1112,3
7,W10004_1117,2
7,W10004_1118,5
7,W10004_1140,5
8,B14A,3
8,B37,2
8,B73,5
8,CG119,2
8,CG44,1
8,F42,3
8,LH74,4
8,PHG39,1
8,PHW52,4
8,TX714,3
8,W10004_0007,3
8,W10004_0011,3
8,W10004_0014,2
8,W10004_0018,4
8,W10004_0026,5
8,W10004_0032,3
8,W10004_0037,2
8,W10004_0038,3
8,W10004_0041,3
8,W10004_0045,1
8,W10004_0046,2
8,W10004_0047,1
8,W10004_0053,4
8,W10004_0055,1
8,W10004_0061,2
8,W10004_0062,2
8,W10004_0064,3
8,W10004_0065,2
8,W10004_0068,4
8,W10004_0069,5
8,W10004_0071,3
8,W10004_0072,3
8,W10004_0073,1
8,W10004_0076,5
8,W10004_0080,2
8,W10004_0092,3
8,W10004_0093,5
8,W10004_0095,2
8,W10004_0097,4
8,W10004_0099,2
8,W10004_0103,5
8,W10004_0112,5
8,W10004_0118,3
8,W10004_0119,1
8,W10004_0127,1
8,W10004_0129,4
8,W10004_0132,4
8,W10004_0134,1
8,W10004_0138,5
8,W10004_0140,1
8,W10004_0146,5
8,W10004_0147,3
8,W10004_0148,3
8,W10004_0152,2
8,W10004_0153,3
8,W10004_0160,3
8,W10004_0166,4
8,W10004_0168,1
8,W10004_0185,1
8,W10004_0190,5
8,W10004_0192,1
8,W10004_0197,2
8,W10004_0199,3
8,W10004_0200,4
8,W10004_0203,4
8,W10004_0204,2
8,W10004_0206,4
8,W10004_0212,5
8,W10004_0213,2
8,W10004_0217,4
8,W10004_0220,4
8,W10004_0221,5
8,W10004_0223,5
8,W10004_0224,4
8,W10004_0225,4
8,W10004_0227,5
8,W10004_0231,1
8,W10004_0241,2
8,W10004_0254,5
8,W10004_0258,3
8,W10004_0261,4
8,W10004_0262,5
8,W10004_0264,2
8,W10004_0268,4
8,W10004_0276,4
8,W10004_0292,2
8,W10004_0299,1
8,W10004_0306,3
8,W10004_0308,2
8,W10004_0344,5
8,W10004_0380,2
8,W10004_0381,4
8,W10004_0383,1
8,W10004_0389,1
8,W10004_0403,5
8,W10004_0409,3
8,W10004_0410,3
8,W10004_0419,2
8,W10004_0427,1
8,W10004_0430,2
8,W10004_0465,4
8,W10004_0474,1
8,W10004_0487,4
8,W10004_0498,3
8,W10004_0501,5
8,W10004_0505,1
8,W10004_0601,1
8,W10004_0608,1
8,W10004_0612,4
8,W10004_0614,4
8,W10004_0616,1
8,W10004_0618,1
8,W10004_0619,3
8,W10004_0624,2
8,W10004_0625,2
8,W10004_0626,3
8,W10004_0628,2
8,W10004_0637,3
8,W10004_0639,3
8,W10004_0644,5
8,W10004_0645,1
8,W10004_0646,4
8,W10004_0649,1
8,W10004_0651,5
8,W10004_0654,3
8,W10004_0658,3
8,W10004_0661,1
8,W10004_0667,3
8,W10004_0672,2
8,W10004_0678,5
8,W10004_0682,4
8,W10004_0684,3
8,W10004_0685,5
8,W10004_0687,1
8,W10004_0688,5
8,W10004_0689,5
8,W10004_0696,1
8,W10004_0697,5
8,W10004_0701,4
8,W10004_0702,2
8,W10004_0705,5
8,W10004_0712,5
8,W10004_0713,1
8,W10004_0714,4
8,W10004_0729,3
8,W10004_0736,4
8,W10004_0741,2
8,W10004_0745,1
8,W10004_0746,3
8,W10004_0756,2
8,W10004_0757,1
8,W10004_0768,5
8,W10004_0774,2
8,W10004_0775,1
8,W10004_0779,3
8,W10004_0781,4
8,W10004_0782,5
8,W10004_0789,5
8,W10004_0794,4
8,W10004_0798,5
8,W10004_0799,2
8,W10004_0801,2
8,W10004_0802,2
8,W10004_0803,2
8,W10004_0806,4
8,W10004_0807,2
8,W10004_0812,1
8,W10004_0814,1
8,W10004_0815,2
8,W10004_0818,5
8,W10004_0823,1
8,W10004_0827,2
8,W10004_0828,5
8,W10004_0832,3
8,W10004_0833,4
8,W10004_0834,1
8,W10004_0836,1
8,W10004_0842,5
8,W10004_0848,4
8,W10004_0859,2
8,W10004_0866,5
8,W10004_0868,4
8,W10004_0869,4
8,W10004_0877,3
8,W10004_0884,1
8,W10004_0885,2
8,W10004_0891,1
8,W10004_0900,5
8,W10004_0907,2
8,W10004_0913,4
8,W10004_0916,3
8,W10004_0928,1
8,W10004_0932,3
8,W10004_0940,1
8,W10004_0949,5
8,W10004_0955,4
8,W10004_0956,1
8,W10004_0965,2
8,W10004_0966,5
8,W10004_0974,5
8,W10004_0975,3
8,W10004_0981,3
8,W10004_0982,4
8,W10004_0984,4
8,W10004_1000,1
8,W10004_1002,3
8,W10004_1004,2
8,W10004_1011,3
8,W10004_1015,5
8,W10004_1032,4
8,W10004_1045,4
8,W10004_1052,5
8,W10004_1057,5
8,W10004_1072,1
8,W10004_1081,3
8,W10004_1084,4
8,W10004_1099,2
8,W10004_1104,3
8,W10004_1105,3
8,W10004_1112,4
8,W10004_1117,2
8,W10004_1118,4
8,W10004_1140,2
9,B14A,5
9,B37,2
9,B73,1
9,CG119,2
9,CG44,4
9,F42,2
9,LH74,1
9,PHG39,4
9,PHW52,2
9,TX714,1
9,W10004_0007,1
9,W10004_0011,1
9,W10004_0014,1
9,W10004_0018,5
9,W10004_0026,1
9,W10004_0032,1
9,W10004_0037,5
9,W10004_0038,2
9,W10004_0041,2
9,W10004_0045,2
9,W10004_0046,5
9,W10004_0047,1
9,W10004_0053,5
9,W10004_0055,4
9,W10004_0061,2
9,W10004_0062,3
9,W10004_0064,1
9,W10004_0065,1
9,W10004_0068,4
9,W10004_0069,5
9,W10004_0071,5
9,W10004_0072,5
9,W10004_0073,2
9,W10004_0076,2
9,W10004_0080,4
9,W10004_0092,3
9,W10004_0093,1
9,W10004_0095,3
9,W10004_0097,4
9,W10004_0099,4
9,W10004_0103,3
9,W10004_0112,5
9,W10004_0118,2
9,W10004_0119,4
9,W10004_0127,4
9,W10004_0129,3
9,W10004_0132,2
9,W10004_0134,3
9,W10004_0138,4
9,W10004_0140,2
9,W10004_0146,1
9,W10004_0147,3
9,W10004_0148,2
9,W10004_0152,1
9,W10004_0153,1
9,W10004_0160,2
9,W10004_0166,3
9,W10004_0168,1
9,W10004_0185,1
9,W10004_0190,1
9,W10004_0192,3
9,W10004_0197,1
9,W10004_0199,4
9,W10004_0200,4
9,W10004_0203,4
9,W10004_0204,2
9,W10004_0206,4
9,W10004_0212,5
9,W10004_0213,2
9,W10004_0217,4
9,W10004_0220,3
9,W10004_0221,3
9,W10004_0223,3
9,W10004_0224,5
9,W10004_0225,4
9,W10004_0227,2
9,W10004_0231,1
9,W10004_0241,1
9,W10004_0254,1
9,W10004_0258,5
9,W10004_0261,1
9,W10004_0262,2
9,W10004_0264,1
9,W10004_0268,1
9,W10004_0276,3
9,W10004_0292,3
9,W10004_0299,5
9,W10004_0306,5
9,W10004_0308,5
9,W10004_0344,5
9,W10004_0380,1
9,W10004_0381,2
9,W10004_0383,4
9,W10004_0389,5
9,W10004_0403,5
9,W10004_0409,3
9,W10004_0410,4
9,W10004_0419,3
9,W10004_0427,3
9,W10004_0430,3
9,W10004_0465,2
9,W10004_0474,3
9,W10004_0487,3
9,W10004_0498,4
9,W10004_0501,5
9,W10004_0505,5
9,W10004_0601,1
9,W10004_0608,5
9,W10004_0612,5
9,W10004_0614,3
9,W10004_0616,3
9,W10004_0618,5
9,W10004_0619,5
9,W10004_0624,1
9,W10004_0625,3
9,W10004_0626,5
9,W10004_0628,3
9,W10004_0637,2
9,W10004_0639,4
9,W10004_0644,1
9,W10004_0645,4
9,W10004_0646,3
9,W10004_0649,4
9,W10004_0651,3
9,W10004_0654,5
9,W10004_0658,5
9,W10004_0661,2
9,W10004_0667,4
9,W10004_0672,4
9,W10004_0678,4
9,W10004_0682,1
9,W10004_0684,5
9,W10004_0685,2
9,W10004_0687,5
9,W10004_0688,5
9,W10004_0689,4
9,W10004_0696,3
9,W10004_0697,1
9,W10004_0701,4
9,W10004_0702,1
9,W10004_0705,3
9,W10004_0712,5
9,W10004_0713,4
9,W10004_0714,1
9,W10004_0729,2
9,W10004_0736,2
9,W10004_0741,1
9,W10004_0745,2
9,W10004_0746,3
9,W10004_0756,2
9,W10004_0757,4
9,W10004_0768,3
9,W10004_0774,5
9,W10004_0775,1
9,W10004_0779,4
9,W10004_0781,2
9,W10004_0782,2
9,W10004_0789,1
9,W10004_0794,3
9,W10004_0798,1
9,W10004_0799,3
9,W10004_0801,2
9,W10004_0802,5
9,W10004_0803,2
9,W10004_0806,2
9,W10004_0807,2
9,W10004_0812,4
9,W10004_0814,3
9,W10004_0815,3
9,W10004_0818,5
9,W10004_0823,5
9,W10004_0827,2
9,W10004_0828,4
9,W10004_0832,4
9,W10004_0833,1
9,W10004_0834,2
9,W10004_0836,2
9,W10004_0842,3
9,W10004_0848,5
9,W10004_0859,3
9,W10004_0866,5
9,W10004_0868,3
9,W10004_0869,2
9,W10004_0877,1
9,W10004_0884,4
9,W10004_0885,3
9,W10004_0891,1
9,W10004_0900,4
9,W10004_0907,1
9,W10004_0913,5
9,W10004_0916,3
9,W10004_0928,2
9,W10004_0932,4
9,W10004_0940,3
9,W10004_0949,5
9,W10004_0955,2
9,W10004_0956,2
9,W10004_0965,4
9,W10004_0966,1
9,W10004_0974,3
9,W10004_0975,4
9,W10004_0981,1
9,W10004_0982,3
9,W10004_0984,2
9,W10004_1000,2
9,W10004_1002,4
9,W10004_1004,2
9,W10004_1011,4
9,W10004_1015,1
9,W10004_1032,5
9,W10004_1045,3
9,W10004_1052,3
9,W10004_1057,5
9,W10004_1072,2
9,W10004_1081,4
9,W10004_1084,4
9,W10004_1099,1
9,W10004_1104,5
9,W10004_1105,4
9,W10004_1112,4
9,W10004_1117,4
9,W10004_1118,5
9,W10004_1140,3
10,B14A,4
10,B37,2
10,B73,3
10,CG119,5
10,CG44,5
10,F42,2
10,LH74,5
10,PHG39,4
10,PHW52,5
10,TX714,2
10,W10004_0007,1
10,W10004_0011,4
10,W10004_0014,4
10,W10004_0018,5
10,W10004_0026,5
10,W10004_0032,4
10,W10004_0037,1
10,W10004_0038,1
10,W10004_0041,3
10,W10004_0045,4
10,W10004_0046,3
10,W10004_0047,1
10,W10004_0053,4
10,W10004_0055,2
10,W10004_0061,2
10,W10004_0062,1
10,W10004_0064,5
10,W10004_0065,3
10,W10004_0068,3
10,W10004_0069,2
10,W10004_0071,3
10,W10004_0072,4
10,W10004_0073,3
10,W10004_0076,3
10,W10004_0080,1
10,W10004_0092,3
10,W10004_0093,5
10,W10004_0095,4
10,W10004_0097,4
10,W10004_0099,2
10,W10004_0103,3
10,W10004_0112,3
10,W10004_0118,5
10,W10004_0119,2
10,W10004_0127,1
10,W10004_0129,1
10,W10004_0132,2
10,W10004_0134,4
10,W10004_0138,5
10,W10004_0140,5
10,W10004_0146,3
10,W10004_0147,1
10,W10004_0148,2
10,W10004_0152,5
10,W10004_0153,4
10,W10004_0160,3
10,W10004_0166,4
10,W10004_0168,3
10,W10004_0185,1
10,W10004_0190,2
10,W10004_0192,2
10,W10004_0197,4
10,W10004_0199,5
10,W10004_0200,5
10,W10004_0203,5
10,W10004_0204,2
10,W10004_0206,3
10,W10004_0212,1
10,W10004_0213,1
10,W10004_0217,1
10,W10004_0220,5
10,W10004_0221,2
10,W10004_0223,5
10,W10004_0224,4
10,W10004_0225,1
10,W10004_0227,4
10,W10004_0231,5
10,W10004_0241,4
10,W10004_0254,5
10,W10004_0258,1
10,W10004_0261,3
10,W10004_0262,4
10,W10004_0264,1
10,W10004_0268,3
10,W10004_0276,4
10,W10004_0292,4
10,W10004_0299,4
10,W10004_0306,2
10,W10004_0308,4
10,W10004_0344,4
10,W10004_0380,5
10,W10004_0381,1
10,W10004_0383,2
10,W10004_0389,1
10,W10004_0403,4
10,W10004_0409,5
10,W10004_0410,3
10,W10004_0419,2
10,W10004_0427,3
10,W10004_0430,3
10,W10004_0465,4
10,W10004_0474,3
10,W10004_0487,3
10,W10004_0498,2
10,W10004_0501,2
10,W10004_0505,3
10,W10004_0601,1
10,W10004_0608,1
10,W10004_0612,2
10,W10004_0614,3
10,W10004_0616,3
10,W10004_0618,3
10,W10004_0619,5
10,W10004_0624,4
10,W10004_0625,2
10,W10004_0626,5
10,W10004_0628,5
10,W10004_0637,1
10,W10004_0639,3
10,W10004_0644,5
10,W10004_0645,2
10,W10004_0646,2
10,W10004_0649,4
10,W10004_0651,2
10,W10004_0654,1
10,W10004_0658,5
10,W10004_0661,3
10,W10004_0667,4
10,W10004_0672,1
10,W10004_0678,1
10,W10004_0682,5
10,W10004_0684,4
10,W10004_0685,2
10,W10004_0687,4
10,W10004_0688,4
10,W10004_0689,5
10,W10004_0696,4
10,W10004_0697,5
10,W10004_0701,1
10,W10004_0702,1
10,W10004_0705,1
10,W10004_0712,1
10,W10004_0713,3
10,W10004_0714,1
10,W10004_0729,5
10,W10004_0736,4
10,W10004_0741,3
10,W10004_0745,5
10,W10004_0746,2
10,W10004_0756,5
10,W10004_0757,2
10,W10004_0768,1
10,W10004_0774,3
10,W10004_0775,4
10,W10004_0779,1
10,W10004_0781,3
10,W10004_0782,2
10,W10004_0789,1
10,W10004_0794,3
10,W10004_0798,1
10,W10004_0799,4
10,W10004_0801,4
10,W10004_0802,1
10,W10004_0803,3
10,W10004_0806,5
10,W10004_0807,1
10,W10004_0812,4
10,W10004_0814,2
10,W10004_0815,2
10,W10004_0818,5
10,W10004_0823,1
10,W10004_0827,5
10,W10004_0828,1
10,W10004_0832,1
10,W10004_0833,4
10,W10004_0834,4
10,W10004_0836,2
10,W10004_0842,2
10,W10004_0848,3
10,W10004_0859,4
10,W10004_0866,2
10,W10004_0868,2
10,W10004_0869,1
10,W10004_0877,5
10,W10004_0884,5
10,W10004_0885,2
10,W10004_0891,1
10,W10004_0900,2
10,W10004_0907,3
10,W10004_0913,2
10,W10004_0916,2
10,W10004_0928,2
10,W10004_0932,1
10,W10004_0940,5
10,W10004_0949,4
10,W10004_0955,3
10,W10004_0956,3
10,W10004_0965,3
10,W10004_0966,1
10,W10004_0974,1
10,W10004_0975,4
10,W10004_0981,2
10,W10004_0982,2
10,W10004_0984,4
10,W10004_1000,5
10,W10004_1002,2
10,W10004_1004,3
10,W10004_1011,5
10,W10004_1015,5
10,W10004_1032,2
10,W10004_1045,2
10,W10004_1052,3
10,W10004_1057,3
10,W10004_1072,2
10,W10004_1081,4
10,W10004_1084,3
10,W10004_1099,5
10,W10004_1104,1
10,W10004_1105,4
10,W10004_1112,3
10,W10004_1117,3
10,W10004_1118,5
10,W10004_1140,1
